,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related,dataset
213,prerank,KEGG_2021_Human__Inflammatory mediator regulation of TRP channels,0.38783108834956526,0.9879801111564239,0.4934445768772348,0.7895457828692387,1.0,10/54,15.89%,IL1B;P2RY2;MAPK13;ITPR1;NTRK1;PLA2G4A;PPP1CA;MAP2K3;PPP1CB;PRKCD,KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,0.10262268177856655,ns,True,Dwarfhamster_ld
212,prerank,KEGG_2021_Human__AGE-RAGE signaling pathway in diabetic complications,0.3733594434368059,0.9895694715490633,0.48777777777777775,0.7907059138777524,1.0,23/79,23.48%,STAT1;IL1B;CASP3;MAPK13;STAT5B;CCL2;ICAM1;STAT5A;JAK2;EGR1;STAT3;VEGFB;F3;PRKCD;BAX;COL4A4;AGER;PLCE1;COL4A3;CDC42;VEGFA;RELA;PRKCZ,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,0.10198501299854013,ns,False,Dwarfhamster_ld
210,prerank,KEGG_2021_Human__Fructose and mannose metabolism,0.42777258438371185,0.9911887306579027,0.46879334257975036,0.7918868654031387,1.0,9/26,19.80%,TKFC;PFKFB3;TPI1;PMM2;ALDOA;HK3;GMPPB;PFKFB4;HK2,KEGG_2021_Human,Fructose and mannose metabolism,0.10133686038116237,ns,False,Dwarfhamster_ld
207,prerank,KEGG_2021_Human__Mitophagy,0.3929337895314812,1.0074508194579606,0.4642438452520516,0.7573963694647907,1.0,18/59,20.76%,TBK1;GABARAP;USP15;UBB;UBC;CSNK2B;SQSTM1;GABARAPL1;RAB7A;ATG9A;RRAS2;BECN1;MFN1;BCL2L1;HIF1A;PGAM5;CALCOCO2;FUNDC1,KEGG_2021_Human,Mitophagy,0.12067678097540735,ns,False,Dwarfhamster_ld
205,prerank,KEGG_2021_Human__Intestinal immune network for IgA production,0.4382128046403034,1.0150408968681042,0.4784876140808344,0.7441153542490332,1.0,10/31,16.80%,IL15RA;HLA-DQA2;CXCR4;HLA-DRA;HLA-DMA;LTBR;CD40;MAP3K14;TNFSF13B;TNFSF13,KEGG_2021_Human,Intestinal immune network for IgA production,0.12835973403678974,ns,True,Dwarfhamster_ld
204,prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,0.38288979009374424,1.0177476164183497,0.44728079911209767,0.7422750455501544,1.0,3/83,3.24%,RSAD2;MX1;ZBTB16,MSigDB_Hallmark_2020,KRAS Signaling Dn,0.12943513969255083,ns,False,Dwarfhamster_ld
202,prerank,KEGG_2021_Human__Neuroactive ligand-receptor interaction,0.3797829689980335,1.021387458150771,0.42920353982300885,0.7387665890213445,1.0,9/85,4.89%,SCT;FPR1;F2RL2;P2RY2;TSPO;LTB4R;GPR35;FPR2;MCHR1,KEGG_2021_Human,Neuroactive ligand-receptor interaction,0.13149275390826431,ns,False,Dwarfhamster_ld
200,prerank,KEGG_2021_Human__Purine metabolism,0.378514848739632,1.0241897633188881,0.44359255202628695,0.7370114326467078,1.0,19/89,17.77%,NT5C3A;XDH;IMPDH1;PDE7A;PKM;PNP;NUDT9;PDE6H;AK2;NT5C2;ADA;GDA;ENPP3;NT5E;NUDT16;PDE6B;PDE4B;ITPA;ADSS1,KEGG_2021_Human,Purine metabolism,0.13252577523882028,ns,False,Dwarfhamster_ld
199,prerank,KEGG_2021_Human__Cholesterol metabolism,0.43992439920104753,1.0315223999501097,0.43766233766233764,0.7240249984243545,1.0,5/29,11.20%,TSPO;ABCA1;NCEH1;CYP27A1;LRPAP1,KEGG_2021_Human,Cholesterol metabolism,0.14024643865046782,ns,False,Dwarfhamster_ld
198,prerank,KEGG_2021_Human__Diabetic cardiomyopathy,0.37384299211912714,1.0347874758749787,0.42916666666666664,0.720900252413433,1.0,50/141,24.18%,NCF2;MMP9;CYBA;MAPK13;UQCRHL;NDUFA3;NCF4;SLC2A1;CMA1;G6PD;NDUFA7;NDUFS6;NDUFA9;TBC1D4;NDUFA13;SDHB;NDUFB8;NDUFB7;NDUFA8;UQCR10;PDHB;PPP1CA;NDUFS3;CYC1;NDUFAB1;NDUFB3;COX6C;PPP1CB;PRKCD;NDUFS2;VDAC2;COX8A;PDK4;COX6B1;NDUFV2;NDUFB11;AGER;NDUFA6;ATP5PO;COX6A1;ATP5F1B;COX5A;NDUFS8;SDHA;ATP5F1C;RELA;PRKCZ;COX7A2L;COX7B;PPIF,KEGG_2021_Human,Diabetic cardiomyopathy,0.14212482241409605,ns,False,Dwarfhamster_ld
197,prerank,KEGG_2021_Human__Spliceosome,0.378719322626073,1.0364670915217873,0.41702127659574467,0.7217126809543712,1.0,50/109,28.91%,HSPA8;SLU7;TRA2B;BUD31;SMNDC1;PHF5A;SNRPE;SNRPC;SNRPD3;RBM8A;CWC15;RBM17;SF3B5;PCBP1;SF3A3;HNRNPA3;SF3A2;PUF60;SNU13;SART1;U2AF1;LSM7;LSM8;ZMAT2;LSM2;SNRPB;XAB2;U2AF1L4;PRPF3;SF3B6;PPIL1;EIF4A3;LSM4;ISY1-RAB43;SRSF3;DDX39B;SF3B3;SNW1;ALYREF;TXNL4A;SNRPA;CDC5L;SNRPD1;SF3B4;DHX38;CHERP;SNRPB2;SYF2;PLRG1;RBM22,KEGG_2021_Human,Spliceosome,0.1416356638027874,ns,False,Dwarfhamster_ld
196,prerank,KEGG_2021_Human__Bladder cancer,0.4359252224471871,1.037211365249944,0.4398447606727037,0.7247837100454212,1.0,9/32,17.65%,MMP9;CDKN1A;DAPK2;MAP2K2;E2F3;HBEGF;RASSF1;MAP2K1;THBS1,KEGG_2021_Human,Bladder cancer,0.13979157625410044,ns,False,Dwarfhamster_ld
195,prerank,KEGG_2021_Human__Starch and sucrose metabolism,0.48213744799487757,1.0398886245588492,0.4357142857142857,0.7230932850731515,1.0,9/18,22.81%,GYG1;PYGL;GPI;ENPP3;HK3;HK2;PGM1;PGM2;G6PC3,KEGG_2021_Human,Starch and sucrose metabolism,0.14080567147568887,ns,False,Dwarfhamster_ld
194,prerank,KEGG_2021_Human__Cell adhesion molecules,0.3972013204253878,1.03995233312032,0.422680412371134,0.7280148732933368,1.0,9/72,8.60%,SIGLEC1;SELPLG;CD274;HLA-DQA2;PDCD1LG2;CD8A;ICAM1;HLA-DRA;HLA-DMA,KEGG_2021_Human,Cell adhesion molecules,0.13785974799020317,ns,False,Dwarfhamster_ld
193,prerank,KEGG_2021_Human__Pathways in cancer,0.36472426488790827,1.04043944353057,0.399197592778335,0.7317359709041794,1.0,54/363,11.91%,CSF3R;PML;STAT2;STAT1;MAX;PTGS2;MMP9;CASP3;FAS;IL15RA;NFKBIA;BIRC3;ZBTB16;CDKN1A;BAK1;GNGT2;SPI1;BID;DLL1;RASSF5;GNG10;HMOX1;MGST1;NOS2;STAT5B;CXCR4;CCND3;SLC2A1;GADD45G;IFNGR1;PMAIP1;GNG5;IKBKB;STAT5A;CDKN2B;FASLG;CSF2RB;JAK2;ITGA2B;APAF1;CYCS;NTRK1;TRAF2;DAPK2;TRAF1;MAP2K2;LPAR6;CASP9;EGLN2;ELOB;STAT3;E2F3;LEF1;IL7,KEGG_2021_Human,Pathways in cancer,0.1356455952587852,ns,False,Dwarfhamster_ld
191,prerank,"KEGG_2021_Human__Growth hormone synthesis, secretion and action",0.3984820102361369,1.0466880566580679,0.3965909090909091,0.7216101690656918,1.0,11/71,11.73%,STAT1;SOCS1;SOCS3;MAPK13;ITPR1;STAT5B;STAT5A;CREB3;JAK2;MAP2K2;STAT3,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",0.14169735526378965,ns,False,Dwarfhamster_ld
188,prerank,KEGG_2021_Human__Sphingolipid metabolism,0.44604279066172176,1.0538580754115743,0.4120667522464698,0.708493840449023,1.0,9/31,20.02%,SGPP1;GLA;SMPD1;GALC;DEGS1;SGMS2;GBA;SMPD4;PSAP,KEGG_2021_Human,Sphingolipid metabolism,0.14966392109842425,ns,False,Dwarfhamster_ld
187,prerank,KEGG_2021_Human__Non-small cell lung cancer,0.4124775927602046,1.0553873050962779,0.40843373493975904,0.7097215667479132,1.0,16/52,21.66%,CDKN1A;BAK1;RASSF5;STAT5B;GADD45G;STAT5A;MAP2K2;CASP9;STAT3;E2F3;RASSF1;BAX;MAP2K1;RXRB;JAK3;GADD45A,KEGG_2021_Human,Non-small cell lung cancer,0.1489119973957435,ns,True,Dwarfhamster_ld
186,prerank,KEGG_2021_Human__Insulin resistance,0.3997621380402171,1.0562959932042204,0.40202702702702703,0.7126914542965441,1.0,20/77,17.16%,NFKBIA;TNFRSF1A;PPP1R3B;SOCS3;PRKAB1;TRIB3;PPP1R3D;PYGL;SLC2A1;IKBKB;CREB3;SLC27A4;TBC1D4;RPS6KA1;STAT3;NR1H2;PPP1CA;PPP1CB;PRKCD;MLX,KEGG_2021_Human,Insulin resistance,0.14709844868740962,ns,False,Dwarfhamster_ld
185,prerank,KEGG_2021_Human__Protein export,0.47088488762574143,1.0575982782915017,0.3953488372093023,0.7144579997161262,1.0,7/21,12.77%,SEC11C;SRP19;OXA1L;SEC61G;SEC62;SRPRA;SPCS2,KEGG_2021_Human,Protein export,0.14602329665279964,ns,False,Dwarfhamster_ld
183,prerank,KEGG_2021_Human__Glycolysis / Gluconeogenesis,0.42326152704997333,1.0649175692613904,0.38310893512851896,0.7010154303834967,1.0,8/44,8.20%,LDHC;ALDH3B1;PGK1;ADPGK;PKM;TPI1;LDHA;ALDOA,KEGG_2021_Human,Glycolysis / Gluconeogenesis,0.15427242246607653,ns,False,Dwarfhamster_ld
182,prerank,MSigDB_Hallmark_2020__heme Metabolism,0.380190933297898,1.0674390810627918,0.3627858627858628,0.6998670847911675,1.0,25/159,9.82%,HBQ1;GCLC;SIDT2;LAMP2;SLC7A11;NFE2;SLC66A2;ACKR1;CTSE;ACP5;USP15;LPIN2;CCND3;FBXO7;SLC2A1;RAD23A;KHNYN;SDCBP;PGLS;BLVRB;TMEM9B;ATG4A;HTATIP2;CTSB;SLC6A9,MSigDB_Hallmark_2020,heme Metabolism,0.15498443116112484,ns,False,Dwarfhamster_ld
181,prerank,KEGG_2021_Human__Aminoacyl-tRNA biosynthesis,0.43064396666554217,1.071906336967469,0.38625,0.6936334194661051,1.0,10/42,17.26%,WARS1;KARS1;PARS2;CARS1;YARS1;AARS1;SARS1;FARSA;MARS1;LARS2,KEGG_2021_Human,Aminoacyl-tRNA biosynthesis,0.158869990589415,ns,False,Dwarfhamster_ld
180,prerank,MSigDB_Hallmark_2020__Myc Targets V1,0.3803656465611423,1.0761119859875228,0.3607068607068607,0.6882295778944413,1.0,62/173,26.71%,PGK1;IFRD1;KARS1;UBE2L3;SSBP1;PSMA1;TRA2B;EIF4A1;LDHA;SNRPD3;PSMA6;EIF3D;MRPS18B;PSMA2;PSMC4;EIF2S1;PSMD7;PSMD8;RRP9;DDX18;C1QBP;CCT7;PCBP1;PSMA7;UBE2E1;HNRNPA3;STARD7;PSMA4;CYC1;NDUFAB1;COPS5;PSMD14;EXOSC7;NOP56;HSPE1;U2AF1;EIF4H;APEX1;LSM7;PSMD3;BUB3;CCT5;CCT2;LSM2;PSMB2;MRPL23;HDDC2;PSMC6;COX5A;CCT4;TUFM;SRSF3;NOLC1;EIF3B;EIF3J;SF3B3;EIF4E;AIMP2;GNL3;TXNL4A;SNRPA;SNRPD1,MSigDB_Hallmark_2020,Myc Targets V1,0.16226666673352996,ns,False,Dwarfhamster_ld
177,prerank,KEGG_2021_Human__Pancreatic secretion,0.4348470522602319,1.081419244494811,0.3851851851851852,0.6796784367725086,1.0,5/42,6.26%,PLA2G5;SCT;BST1;RAB8A;ITPR1,KEGG_2021_Human,Pancreatic secretion,0.16769650812579173,ns,False,Dwarfhamster_ld
176,prerank,KEGG_2021_Human__Endocytosis,0.3889778998893707,1.0820551178322073,0.3521560574948665,0.6832693619948018,1.0,36/170,16.42%,PML;CXCR2;MVB12A;CHMP5;RAB35;VPS37C;EHD3;VPS29;VPS26A;HSPA8;RAB8A;SNX2;CXCR4;CLTA;VPS25;ARPC3;SNF8;RAB5C;GRK2;VPS28;ARF5;ARPC1B;RAB7A;VTA1;SMAP2;EHD1;ARPC5L;SH3GLB1;CYTH2;ARPC5;RNF103-CHMP3;SPG21;RAB11A;ARF3;CHMP2A;ASAP3,KEGG_2021_Human,Endocytosis,0.16540805273686252,ns,False,Dwarfhamster_ld
175,prerank,KEGG_2021_Human__Serotonergic synapse,0.43075429803247,1.0830233641107636,0.36585365853658536,0.6859701925221018,1.0,7/45,7.34%,PTGS2;CASP3;DUSP1;GNGT2;GNG10;ITPR1;GNG5,KEGG_2021_Human,Serotonergic synapse,0.1636947552909467,ns,False,Dwarfhamster_ld
170,prerank,MSigDB_Hallmark_2020__Cholesterol Homeostasis,0.4235923471728951,1.0935620925707255,0.34584755403868034,0.6641339469120864,1.0,12/61,13.41%,PLAUR;ATF3;NFIL3;S100A11;TP53INP1;CXCL16;TRIB3;FDFT1;FDPS;ETHE1;ACTG1;LGMN,MSigDB_Hallmark_2020,Cholesterol Homeostasis,0.17774432042400715,ns,False,Dwarfhamster_ld
169,prerank,KEGG_2021_Human__Central carbon metabolism in cancer,0.4257340820274181,1.0945064185229936,0.351961950059453,0.6670400450845855,1.0,14/54,17.80%,LDHC;SLC16A3;PKM;LDHA;SLC2A1;G6PD;NTRK1;MAP2K2;PDHB;SIRT6;FLT3;MAP2K1;HIF1A;HK3,KEGG_2021_Human,Central carbon metabolism in cancer,0.17584809286423678,ns,False,Dwarfhamster_ld
168,prerank,KEGG_2021_Human__RNA polymerase,0.4785766322080503,1.097596669126781,0.3507853403141361,0.6639696687392447,1.0,12/26,23.89%,POLR2C;POLR2E;POLR2L;POLR1D;POLR2H;POLR2D;POLR2K;POLR3A;POLR3D;POLR3C;POLR1B;POLR1C,KEGG_2021_Human,RNA polymerase,0.17785175948747384,ns,False,Dwarfhamster_ld
167,prerank,KEGG_2021_Human__PPAR signaling pathway,0.44778889678109723,1.1071786508238322,0.3415233415233415,0.6442645355994682,1.0,6/42,8.44%,PLIN2;UBC;PLIN5;CYP27A1;ACSL5;SLC27A4,KEGG_2021_Human,PPAR signaling pathway,0.1909357743146173,ns,False,Dwarfhamster_ld
166,prerank,KEGG_2021_Human__Galactose metabolism,0.4993689390942264,1.1120829888649717,0.34913793103448276,0.6366555123912987,1.0,10/21,23.98%,LALBA;GLA;GALM;HK3;HK2;PGM1;PGM2;G6PC3;AKR1B1;GALE,KEGG_2021_Human,Galactose metabolism,0.19609549629289433,ns,False,Dwarfhamster_ld
164,prerank,KEGG_2021_Human__Complement and coagulation cascades,0.4455228952801364,1.1193459354851347,0.31971153846153844,0.6225844348615205,1.0,15/47,19.73%,C2;F2RL2;PLAUR;C1QA;C4B;C1QB;C1QC;C3AR1;CD59;F3;CFB;C1S;CD46;BDKRB1;F12,KEGG_2021_Human,Complement and coagulation cascades,0.20580174124786915,ns,False,Dwarfhamster_ld
163,prerank,KEGG_2021_Human__Retrograde endocannabinoid signaling,0.4197800057881036,1.1206067645598417,0.29312288613303267,0.6243115869282849,1.0,21/83,18.50%,PTGS2;GNGT2;MAPK13;GNG10;ITPR1;NDUFA3;GNG5;DAGLB;NDUFA7;NDUFS6;NDUFA9;NDUFA13;NDUFB8;NDUFB7;NDUFA8;NDUFS3;NDUFAB1;NDUFB3;NDUFS2;NDUFV2;NDUFB11,KEGG_2021_Human,Retrograde endocannabinoid signaling,0.20459860469337987,ns,False,Dwarfhamster_ld
160,prerank,KEGG_2021_Human__Lysosome,0.41888790794162334,1.1297693814493501,0.28094725511302476,0.6057010962211001,1.0,32/110,21.21%,LAMP2;GLA;CTSS;FUCA1;SMPD1;CTSE;TCIRG1;ACP5;CLN3;CLTA;LITAF;GALC;GNPTG;CTSB;GNS;SCARB2;CTSZ;LGMN;HYAL2;SLC11A1;GM2A;M6PR;CTSC;GBA;AP1S1;CTSH;CD63;ATP6V0D2;PPT1;PSAP;LAPTM4A;AP1B1,KEGG_2021_Human,Lysosome,0.2177416403331587,ns,False,Dwarfhamster_ld
157,prerank,KEGG_2021_Human__Amoebiasis,0.44851501462106796,1.1532637840534552,0.2868757259001161,0.5519890820324866,1.0,12/62,11.92%,ARG2;IL1B;TLR2;CASP3;SERPINB9;IL1R2;NOS2;RAB5C;RAB7A;CD1D;HSPB1;CD14,KEGG_2021_Human,Amoebiasis,0.25806951223445557,ns,False,Dwarfhamster_ld
156,prerank,KEGG_2021_Human__Malaria,0.4880458575602503,1.156855700689578,0.30299089726918077,0.5478876202717089,1.0,7/32,7.36%,IL1B;TLR2;MYD88;ACKR1;CCL2;TLR9;ICAM1,KEGG_2021_Human,Malaria,0.2613085125027337,ns,False,Dwarfhamster_ld
155,prerank,KEGG_2021_Human__Pentose phosphate pathway,0.516045343961503,1.160580253410895,0.2689075630252101,0.5433573322424269,1.0,7/20,10.74%,PGD;G6PD;TALDO1;PGLS;ALDOA;H6PD;GPI,KEGG_2021_Human,Pentose phosphate pathway,0.2649144680513807,ns,False,Dwarfhamster_ld
154,prerank,KEGG_2021_Human__Collecting duct acid secretion,0.5501429996606573,1.1681491488560936,0.2861356932153392,0.5297270562235283,1.0,7/17,22.86%,TCIRG1;ATP6V1G1;ATP6V0E1;ATP6V1F;SLC4A1;ATP6V0D2;ATP6V1C1,KEGG_2021_Human,Collecting duct acid secretion,0.2759478445677159,ns,False,Dwarfhamster_ld
153,prerank,KEGG_2021_Human__Yersinia infection,0.4290254430447398,1.1682404297697944,0.23479188900747064,0.5340997273661641,1.0,24/108,14.99%,CASP1;IL1B;NFKBIA;RHOG;MYD88;TBK1;MAPK13;NLRP3;CCL2;NLRC4;CD8A;ARPC3;IKBKB;LAT;VAV1;TRAF2;RPS6KA1;LCP2;ARPC1B;MAP2K2;ARPC5L;ACTG1;ARPC5;MAP2K3,KEGG_2021_Human,Yersinia infection,0.27237764371856305,ns,True,Dwarfhamster_ld
152,prerank,KEGG_2021_Human__Transcriptional misregulation in cancer,0.42894673111240506,1.1685803900860867,0.23273113708820403,0.5378336508666688,1.0,27/115,16.40%,PML;MAX;MMP9;IL1R2;ELANE;BIRC3;ZBTB16;CDKN1A;BAK1;CEBPE;SPI1;NUPR1;ASPSCR1;GADD45G;NTRK1;BCL2A1;DDIT3;TRAF1;CEBPB;CD14;CD40;LMO2;BCL2L1;FLT3;HHEX;PDGFA;BAX,KEGG_2021_Human,Transcriptional misregulation in cancer,0.26935202857514984,ns,False,Dwarfhamster_ld
151,prerank,KEGG_2021_Human__Drug metabolism,0.44804940290941686,1.1691144978716415,0.2706855791962175,0.5412915250610082,1.0,5/56,5.53%,XDH;UPP1;IMPDH1;ALDH3B1;MGST1,KEGG_2021_Human,Drug metabolism,0.26656877255433303,ns,False,Dwarfhamster_ld
149,prerank,KEGG_2021_Human__Fc epsilon RI signaling pathway,0.46574169237134755,1.1762167059964255,0.2546353522867738,0.528760859619364,1.0,14/45,17.14%,FCER1G;ALOX5AP;MAPK13;LAT;MS4A2;VAV1;LCP2;FCER1A;MAP2K2;SYK;PLA2G4A;ALOX5;MAP2K3;MAP2K1,KEGG_2021_Human,Fc epsilon RI signaling pathway,0.27674070004369283,ns,False,Dwarfhamster_ld
148,prerank,KEGG_2021_Human__Spinocerebellar ataxia,0.4361415264673257,1.1775378708289337,0.2280130293159609,0.5299822020246077,1.0,44/100,24.18%,TBPL1;PSMA5;PSMA1;PSMA3;ITPR1;PSMD4;PSMA6;PSMD12;PSMC2;PSMC3;PSMA2;PSMC4;KAT5;CYCS;ATG101;TRAF2;PSMD7;PSMD8;PSMB1;PSMD11;PSMB6;GTF2B;PSMA7;ADRM1;PSMA4;BECN1;PSMD14;NOP56;VDAC2;ATXN2L;PSMD3;PSMC1;MCU;PSMB2;PSMB5;PSMD13;PSMC6;PSMD6;RYR1;PSMD9;SEM1;PSMC5;ATG2B;PPIF,KEGG_2021_Human,Spinocerebellar ataxia,0.2757387147242834,ns,False,Dwarfhamster_ld
147,prerank,KEGG_2021_Human__p53 signaling pathway,0.4608388274025057,1.1825359816131422,0.2635933806146572,0.5223778977322744,1.0,12/58,10.92%,SHISA5;CASP3;FAS;CDKN1A;BID;CCND3;GADD45G;PMAIP1;APAF1;CYCS;SESN2;CASP9,KEGG_2021_Human,p53 signaling pathway,0.28201520672528096,ns,False,Dwarfhamster_ld
146,prerank,KEGG_2021_Human__Fluid shear stress and atherosclerosis,0.4374568426491716,1.1874111035276504,0.20629750271444083,0.5150679718941638,1.0,16/108,8.65%,NCF2;MMP9;IL1B;DUSP1;IL1R2;TNFRSF1A;CYBA;MAPK13;HMOX1;MGST1;TXN2;CCL2;ICAM1;IKBKB;SQSTM1;ITGA2B,KEGG_2021_Human,Fluid shear stress and atherosclerosis,0.288135454705109,ns,False,Dwarfhamster_ld
144,prerank,KEGG_2021_Human__B cell receptor signaling pathway,0.46381957038926075,1.1991234833926854,0.24912689173457508,0.4906994171271162,1.0,17/59,19.47%,LILRA6;LILRB2;NFKBIA;DAPP1;NFKBIB;IKBKB;VAV1;IFITM1;MAP2K2;SYK;PTPN6;LILRB5;CARD11;FCGR2B;MAP2K1;FOS;NFKBIE,KEGG_2021_Human,B cell receptor signaling pathway,0.30918445789156757,ns,False,Dwarfhamster_ld
141,prerank,KEGG_2021_Human__Autophagy,0.44830615577034777,1.2209432958133357,0.16046758767268862,0.4449446949605232,1.0,33/116,18.18%,LAMP2;VAMP8;ATG12;DDIT4;CFLAR;TBK1;GABARAP;RAB8A;ITPR1;SQSTM1;ATG4A;GABARAPL1;ATG101;EIF2S1;CTSB;DAPK2;RAB7A;MAP2K2;MTMR14;ATG16L2;SH3GLB1;ATG9A;RRAS2;BECN1;BCL2L1;PRKCD;VMP1;ATG10;MAP2K1;HIF1A;RRAGD;RUBCN;ATG16L1,KEGG_2021_Human,Autophagy,0.35169396692046645,ns,False,Dwarfhamster_ld
140,prerank,KEGG_2021_Human__Synaptic vesicle cycle,0.5107247213856245,1.2240969461563607,0.2355263157894737,0.4418169385102337,1.0,11/34,19.23%,STXBP1;TCIRG1;CLTA;ATP6V1G1;ATP6V0E1;SLC6A9;ATP6V1F;SLC1A3;NAPA;AP2S1;ATP6V0D2,KEGG_2021_Human,Synaptic vesicle cycle,0.35475763803336996,ns,False,Dwarfhamster_ld
138,prerank,KEGG_2021_Human__HIF-1 signaling pathway,0.46459032243994763,1.228988645578504,0.18041804180418042,0.4350547776527299,1.0,23/79,17.80%,LDHC;PGK1;MKNK1;CDKN1A;PFKFB3;EIF4EBP1;HMOX1;NOS2;LDHA;SLC2A1;IFNGR1;ALDOA;TIMP1;MAP2K2;EGLN2;ELOB;STAT3;PDHB;LTBR;EIF4E2;MAP2K1;HIF1A;HK3,KEGG_2021_Human,HIF-1 signaling pathway,0.3614560576785222,ns,False,Dwarfhamster_ld
137,prerank,KEGG_2021_Human__Ferroptosis,0.5166496497748213,1.23199697478309,0.23193916349809887,0.4324737175860277,1.0,14/35,17.99%,GCLC;SLC7A11;HMOX1;ACSL5;FTH1;SLC3A2;PCBP2;SLC40A1;PCBP1;GCLM;FTL;VDAC2;SAT2;SLC39A14,KEGG_2021_Human,Ferroptosis,0.36404028046318776,ns,False,Dwarfhamster_ld
136,prerank,MSigDB_Hallmark_2020__DNA Repair,0.4479993705629016,1.2354118796221403,0.1527777777777778,0.4286865456721806,1.0,42/133,23.89%,CMPK2;NT5C3A;COX17;CLP1;HCLS1;GTF2F1;TAF12;POLR2C;PNP;POLR2E;SDCBP;BCAP31;VPS28;EDF1;NUDT9;POLR1D;USP11;GTF2B;TAF10;SF3A3;POLR2H;ADA;MRPL40;ADRM1;TAF13;SURF1;POLD3;BRF2;PDE4B;ITPA;POLR2D;POLA2;UPF3B;SSRP1;MPG;POLR2K;RALA;SAC3D1;PRIM1;POLR3C;POLE4;POLR1C,MSigDB_Hallmark_2020,DNA Repair,0.3678601466083834,ns,False,Dwarfhamster_ld
135,prerank,KEGG_2021_Human__Prolactin signaling pathway,0.496987640420869,1.2366182378722546,0.20689655172413793,0.4302947235173755,1.0,11/47,12.44%,STAT1;SOCS1;IRF1;SOCS3;MAPK13;STAT5B;STAT5A;JAK2;MAP2K2;STAT3;SOCS7,KEGG_2021_Human,Prolactin signaling pathway,0.3662339794143946,ns,False,Dwarfhamster_ld
134,prerank,MSigDB_Hallmark_2020__Oxidative Phosphorylation,0.44216379960200525,1.2454831537251179,0.11487179487179487,0.41510394704554027,1.0,94/175,32.17%,COX17;GRPEL1;TCIRG1;TIMM10;SUCLA2;NDUFA3;ATP6V1G1;LDHA;ATP6V0E1;NDUFA7;NDUFS6;NDUFA9;OXA1L;CYCS;ATP5MF;MRPS11;FDX1;DECR1;GPI;SDHB;CYB5A;NDUFB8;NDUFB7;NDUFA8;UQCR10;PDHB;PMPCA;ATP6V1F;SLC25A20;NDUFS3;SURF1;CYC1;NDUFAB1;NDUFB3;COX6C;TIMM13;HCCS;BAX;NDUFS2;VDAC2;COX8A;PDK4;COX6B1;NDUFV2;HSD17B10;ECHS1;MRPS15;MRPS22;NDUFA6;MRPS12;ATP5ME;ATP5PO;TOMM22;SLC25A11;COX6A1;CPT1A;TIMM50;ATP5F1B;COX5A;ATP6V1C1;NDUFS8;SDHA;ETFA;ATP5F1C;IDH3G;COX7A2L;COX7B;MRPL34;IDH1;RETSAT;DLST;MDH2;ACO2;HSPA9;TIMM9;COX10;ATP5PF;UQCRC1;SLC25A5;POR;SUCLG1;NDUFB2;TIMM8B;COX7C;ETFB;ATP5MC1;AIFM1;ATP5MC3;NDUFB6;HADHA;ATP5F1D;IMMT;TOMM70;ATP5PB,MSigDB_Hallmark_2020,Oxidative Phosphorylation,0.38184313708173534,ns,False,Dwarfhamster_ld
133,prerank,KEGG_2021_Human__Adipocytokine signaling pathway,0.499833750450388,1.2596691090866543,0.18674698795180722,0.388475133575362,1.0,13/50,11.73%,NFKBIA;NFKBIB;TNFRSF1A;TRADD;SOCS3;PRKAB1;SLC2A1;IKBKB;JAK2;ACSL5;TRAF2;ADIPOR2;STAT3,KEGG_2021_Human,Adipocytokine signaling pathway,0.41063677530999776,ns,True,Dwarfhamster_ld
132,prerank,KEGG_2021_Human__Natural killer cell mediated cytotoxicity,0.4846436421022859,1.259699964484558,0.15704387990762125,0.39230796828724385,1.0,16/66,11.82%,TYROBP;CASP3;FAS;FCER1G;TNFSF10;BID;SH2D1B;IFNGR1;ICAM1;LAT;FASLG;VAV1;LCP2;MAP2K2;SYK;PTPN6,KEGG_2021_Human,Natural killer cell mediated cytotoxicity,0.40637287069270345,ns,False,Dwarfhamster_ld
131,prerank,KEGG_2021_Human__Arachidonic acid metabolism,0.5434940162848274,1.262333949045056,0.21045751633986928,0.390397279205659,1.0,11/26,18.45%,PLA2G5;PTGS2;PLAAT3;GPX1;PLA2G4A;HPGDS;PLA2G2D;ALOX5;PTGES2;PRXL2B;LTA4H,KEGG_2021_Human,Arachidonic acid metabolism,0.40849321772175523,ns,False,Dwarfhamster_ld
